full_name,selling_price,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,age
Toyota Innova 2.5 V Diesel 8-seater,8.5,Dealer,169000,First Owner,Diesel,Manual,12.8,2494.0,102.0,8.0,11
Maruti Ciaz Sigma BSIV,8.5,Dealer,13682,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,3
Hyundai Verna 1.6 SX VTVT,8.5,Dealer,48000,First Owner,Petrol,Manual,17.01,1591.0,121.3,5.0,5
Toyota Innova 2.5 V Diesel 7-seater,8.5,Dealer,150000,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,12
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,8.5,Individual,5000,First Owner,Petrol,Manual,17.0,1497.0,121.36,5.0,4
Hyundai Creta 1.6 VTVT E,8.5,Individual,35000,First Owner,Petrol,Manual,15.29,1591.0,121.3,5.0,6
Mahindra XUV500 W6 2WD,8.5,Individual,75000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,7
Honda City i VTEC VX Option BL,8.5,Individual,60000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,6
Maruti Ciaz ZDi SHVS,8.5,Individual,40000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,6
Mahindra XUV500 W6 2WD,8.5,Individual,110000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,7
Maruti Baleno Alpha Automatic,8.5,Dealer,10000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,3
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.5,Dealer,62000,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Skoda Rapid 1.5 TDI Ambition BSIV,8.5,Individual,50000,First Owner,Diesel,Manual,21.13,1498.0,108.6,5.0,5
Toyota Corolla Altis 1.4 DG,8.5,Dealer,45000,First Owner,Diesel,Manual,21.43,1364.0,86.79,5.0,6
Mahindra XUV500 W8 2WD,8.5,Dealer,130000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,10
Hyundai Creta 1.4 CRDi Base,8.5,Individual,70000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,5
Maruti Vitara Brezza ZDi,8.5,Individual,30000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,3
Tata Nexon 1.5 Revotorq XZ Plus,8.5,Individual,15000,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,4
Maruti Swift Dzire ZDI Plus,8.5,Dealer,56494,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,5
Mahindra TUV 300 T10 Dual Tone,8.5,Dealer,33033,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,4
Mahindra Scorpio S10 7 Seater,8.5,Individual,100000,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,7
Hyundai Venue S Diesel BSIV,8.5,Individual,25000,First Owner,Diesel,Manual,23.7,1396.0,88.76,5.0,3
Tata Safari Storme EX,8.5,Individual,60000,First Owner,Diesel,Manual,14.1,2179.0,147.94,7.0,6
Mahindra XUV500 W6 1.99 mHawk,8.5,Individual,70000,First Owner,Diesel,Manual,16.0,1997.0,140.0,7.0,7
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus,8.5,Dealer,36000,First Owner,Diesel,Manual,21.7,1498.0,98.96,5.0,5
BMW X1 sDrive 20d Exclusive,8.5,Dealer,65000,First Owner,Diesel,Automatic,15.06,1995.0,177.0,5.0,10
Hyundai Creta 1.6 CRDi SX Plus,8.5,Individual,35000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Maruti Ertiga ZXI Plus Petrol,8.5,Individual,7000,First Owner,Petrol,Manual,19.34,1462.0,103.0,7.0,3
Mahindra Thar CRDe,8.5,Individual,15000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,5
Maruti Ertiga ZDI Plus,8.5,Dealer,79000,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,5
Mahindra Scorpio S3 9 Seater BSIV,8.5,Individual,30000,First Owner,Diesel,Manual,15.4,2523.0,75.0,7.0,3
Honda WR-V i-DTEC VX,8.5,Dealer,52000,First Owner,Diesel,Manual,25.5,1498.0,98.6,5.0,4
Mahindra Scorpio 1.99 S4,8.5,Dealer,59800,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,5
Hyundai i20 Active 1.4 SX Dual Tone,8.5,Dealer,39000,First Owner,Diesel,Manual,21.19,1396.0,88.73,5.0,5
Toyota Innova 2.5 GX 7 STR BSIV,8.5,Individual,165000,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,10
Mahindra XUV500 W8 AWD,8.5,Individual,40000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,9
Mahindra Scorpio S10 7 Seater,8.5,Individual,80000,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,7
Hyundai Creta 1.6 VTVT S,8.5,Individual,25000,First Owner,Petrol,Manual,15.29,1591.0,121.3,5.0,6
Ford Ecosport 2015-2021 1.5 Petrol Trend Plus AT BSIV,8.5,Dealer,35000,First Owner,Petrol,Automatic,14.8,1497.0,121.36,5.0,5
Tata Nexon 1.2 Revotron XZA Plus,8.5,Individual,15000,First Owner,Petrol,Automatic,17.0,1198.0,108.5,5.0,3
Tata Nexon 1.5 Diesel,8.5,Individual,26700,First Owner,Diesel,Manual,0.0,1497.0,108.5,5.0,5
Maruti Ciaz Alpha AT,8.5,Trustmark Dealer,18894,First Owner,Petrol,Automatic,20.04,1462.0,103.25,5.0,4
Hyundai Verna VTVT 1.4 EX,8.5,Individual,25000,First Owner,Petrol,Manual,19.1,1368.0,98.6,5.0,3
Honda City i DTEC VX Option,8.5,Dealer,72000,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,5
Mahindra XUV500 W8 2WD,8.5,Individual,97000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,7
Hyundai Creta 1.6 CRDi AT SX Plus,8.5,Dealer,58000,First Owner,Diesel,Automatic,17.01,1582.0,126.2,5.0,7
Mahindra Scorpio 1.99 S8,8.5,Dealer,83000,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,7
Honda City i DTec SV,8.5,Individual,35000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,5
Honda City V MT,8.5,Dealer,29000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,4
Mahindra Bolero 2011-2019 ZLX BSIII,8.5,Dealer,22000,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,9
Toyota Fortuner 3.0 Diesel,8.5,Individual,120000,First Owner,Diesel,Manual,11.5,2982.0,171.0,7.0,11
Honda Amaze VX Diesel BSIV,8.5,Individual,32000,First Owner,Diesel,Manual,27.4,1498.0,98.63,5.0,3
Honda City 1.5 V MT Sunroof,8.5,Dealer,74000,First Owner,Petrol,Manual,16.8,1497.0,116.3,5.0,5
Honda City V MT,8.5,Dealer,40000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,4
Honda City VX MT,8.5,Dealer,27275,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,6
Mahindra TUV 300 mHAWK100 T8,8.5,Individual,15000,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Mahindra XUV500 W8 2WD,8.5,Individual,80000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,8
Mahindra XUV300 W4 BSIV,8.5,Dealer,7900,First Owner,Petrol,Manual,17.0,1197.0,110.0,5.0,3
Maruti Ciaz Delta Diesel,8.5,Individual,20000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,4
Nissan Terrano XL 85 PS,8.5,Individual,146000,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,8
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.5,Dealer,33348,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Maruti Ciaz 1.4 AT Zeta,8.5,Dealer,28847,First Owner,Petrol,Automatic,19.12,1373.0,91.1,5.0,5
Renault Koleos 2.0 Diesel,8.5,Individual,60000,First Owner,Diesel,Automatic,13.73,1995.0,148.0,5.0,10
Maruti Swift Dzire AMT ZDI Plus,8.5,Individual,50000,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,8.5,Individual,37000,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,6
Toyota Innova 2.5 GX (Diesel) 7 Seater,8.5,Dealer,65000,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,7
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.5,Individual,40000,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Hyundai i20 Petrol Asta Dual Tone,8.5,Dealer,30000,First Owner,Petrol,Manual,18.6,1197.0,81.86,5.0,4
Renault Duster Adventure Edition 85PS RXE,8.5,Individual,60000,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,5
Maruti Ertiga SHVS ZDI Plus,8.5,Individual,110000,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Mercedes-Benz C-Class 220 CDI AT,8.5,Dealer,75900,First Owner,Diesel,Automatic,14.84,2143.0,170.0,5.0,12
Hyundai Elantra 2.0 SX Option AT,8.5,Dealer,50000,First Owner,Petrol,Automatic,14.62,1999.0,149.92,5.0,7
Mahindra Scorpio S10 8 Seater,8.5,Dealer,48000,First Owner,Diesel,Manual,15.4,2179.0,120.0,8.0,7
Honda City i VTEC V,8.5,Individual,19000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,5
Skoda Rapid 1.5 TDI AT Style Plus Black Package,8.5,Individual,60000,First Owner,Diesel,Automatic,21.66,1498.0,103.52,5.0,6
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.5,Dealer,31210,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,5
Maruti Vitara Brezza ZDi Plus,8.5,Individual,90000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Maruti Baleno Alpha 1.3,8.5,Individual,23000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,3
Maruti Vitara Brezza ZDi Plus,8.5,Dealer,76000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Maruti Swift Dzire AMT VDI,8.5,Dealer,10450,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,3
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,8.5,Dealer,139000,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,9
Volkswagen Vento 1.2 TSI Highline Plus AT,8.5,Dealer,37959,First Owner,Petrol,Automatic,18.19,1197.0,103.2,5.0,5
Mahindra XUV500 W6 2WD,8.5,Individual,137000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,8
Maruti Ciaz Alpha Diesel,8.5,Individual,90000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,4
Mahindra Thar CRDe,8.5,Individual,40000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,4
Mercedes-Benz C-Class C 200 CGI Avantgarde,8.5,Dealer,40000,First Owner,Petrol,Automatic,11.74,1796.0,186.0,5.0,11
Volkswagen Polo 1.5 TDI Highline Plus,8.5,Dealer,23441,First Owner,Diesel,Manual,20.14,1498.0,88.5,5.0,3
Honda BRV i-VTEC V MT,8.5,Individual,54750,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,6
Honda WR-V i-DTEC VX,8.5,Dealer,33456,First Owner,Diesel,Manual,25.5,1498.0,98.6,5.0,5
Maruti Vitara Brezza LDi,8.5,Dealer,20000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Maruti Vitara Brezza VDi Option,8.5,Individual,30000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Honda City i VTEC SV,8.5,Individual,30000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,5
Hyundai Creta 1.4 CRDi S,8.5,Individual,110000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,6
Hyundai Verna 1.6 CRDi S,8.5,Individual,70000,First Owner,Diesel,Manual,23.9,1582.0,126.2,5.0,6
Honda BRV i-VTEC V MT,8.5,Individual,170000,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,5
Mahindra XUV500 W8 2WD,8.49,Dealer,43000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,7
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,8.49,Dealer,31000,First Owner,Diesel,Automatic,24.3,1248.0,88.5,5.0,4
Hyundai Creta 1.6 CRDi SX Option,8.49,Dealer,65000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Honda WR-V i-VTEC VX,8.49,Dealer,10000,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,4
Maruti Ciaz 1.4 Delta,8.49,Dealer,2500,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,3
Honda City V MT,8.49,Dealer,29000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,4
Maruti Ciaz 1.4 Delta,8.48,Dealer,27000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,3
Honda City i VTEC CVT SV,8.45,Individual,40000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Audi A4 2.0 TFSI,8.45,Dealer,67000,First Owner,Petrol,Automatic,10.8,1984.0,132.0,5.0,12
Maruti Ciaz 1.4 AT Alpha,8.45,Dealer,27001,First Owner,Petrol,Automatic,19.12,1373.0,91.1,5.0,5
Honda City i VTEC CVT VX,8.45,Dealer,54000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,5
Honda City i VTEC CVT VX,8.45,Dealer,47592,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Tata Safari Storme EX,8.45,Dealer,53000,First Owner,Diesel,Manual,14.1,2179.0,147.94,7.0,6
Honda City i VTEC CVT VX,8.45,Dealer,32000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Maruti Ertiga VXI CNG,8.45,Dealer,12000,First Owner,CNG,Manual,17.5,1373.0,80.46,7.0,5
Maruti Vitara Brezza ZDi Plus,8.45,Dealer,32000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Hyundai Verna CRDi 1.6 SX,8.45,Dealer,40500,First Owner,Diesel,Manual,22.0,1582.0,126.2,5.0,5
Hyundai Verna SX Opt Diesel,8.45,Dealer,40667,First Owner,Diesel,Manual,25.0,1493.0,113.42,5.0,5
Volkswagen Ameo 1.5 TDI Highline AT 16 Alloy,8.45,Dealer,67000,First Owner,Diesel,Automatic,22.0,1498.0,108.495,5.0,5
Skoda Superb Elegance 1.8 TSI AT,8.45,Dealer,37900,First Owner,Petrol,Automatic,13.7,1798.0,157.75,5.0,12
Mitsubishi Pajero Sport 4X4,8.45,Dealer,98000,First Owner,Diesel,Manual,13.5,2477.0,175.56,7.0,10
BMW 3 Series 320d Prestige,8.45,Dealer,50000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,10
Mahindra Scorpio 1.99 S6 Plus,8.45,Dealer,59999,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,7
Hyundai i20 Asta Option CVT,8.45,Dealer,12000,First Owner,Petrol,Automatic,17.4,1197.0,81.86,5.0,4
Honda City 1.5 V MT,8.45,Dealer,41000,First Owner,Petrol,Manual,17.0,1497.0,118.0,5.0,4
Ford Aspire 1.5 TDCi Titanium Plus,8.45,Dealer,5837,First Owner,Diesel,Manual,25.83,1498.0,99.0,5.0,3
Tata Nexon 1.5 Revotorq XMA,8.45,Dealer,31000,First Owner,Diesel,Automatic,21.5,1497.0,108.5,5.0,4
Volkswagen Vento 1.0 TSI Highline Plus,8.45,Dealer,16219,First Owner,Petrol,Manual,17.69,999.0,108.62,5.0,5
Honda City Edge Edition SV,8.44,Dealer,15000,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,4
Hyundai Elantra 1.6 SX Option AT,8.41,Dealer,83000,First Owner,Diesel,Automatic,18.23,1582.0,126.2,5.0,7
Maruti Vitara Brezza ZDi,8.41,Dealer,61000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Hyundai i20 Diesel Asta Option,8.4,Dealer,49000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,4
Maruti Ertiga SHVS VDI,8.4,Dealer,72000,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Maruti Baleno Alpha 1.3,8.4,Dealer,10398,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.4,Dealer,64000,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Maruti Ciaz Alpha BSIV,8.4,Trustmark Dealer,14774,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,4
Maruti Ciaz 1.4 Alpha,8.4,Dealer,14000,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,4
Nissan Sunny XE D,8.4,Dealer,1001,First Owner,Diesel,Manual,22.71,1461.0,84.8,5.0,2
Mahindra TUV 300 T8,8.4,Dealer,54442,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Honda BRV i-VTEC S MT,8.4,Dealer,40001,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,5
Renault Koleos 4X2 MT,8.4,Dealer,99000,First Owner,Diesel,Manual,17.15,1995.0,147.9,5.0,7
Toyota Innova 2.5 G (Diesel) 7 Seater,8.4,Individual,90000,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,7
Toyota Innova 2.5 GX (Diesel) 7 Seater,8.4,Dealer,43221,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,12
Mahindra TUV 300 T8,8.4,Dealer,41000,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Mercedes-Benz C-Class 230 Avantgarde,8.4,Individual,58000,First Owner,Petrol,Automatic,11.7,1796.0,178.0,5.0,12
Hyundai Creta 1.6 VTVT E Plus,8.4,Dealer,15000,First Owner,Petrol,Manual,15.29,1591.0,121.3,5.0,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,8.4,Dealer,50000,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,9
Honda WR-V i-DTEC VX,8.4,Dealer,33000,First Owner,Diesel,Manual,25.5,1498.0,98.6,5.0,4
Hyundai Creta 1.6 SX,8.4,Dealer,47000,First Owner,Petrol,Manual,15.8,1591.0,121.3,5.0,7
Honda Amaze VX CVT i-VTEC,8.4,Dealer,8000,First Owner,Petrol,Automatic,18.1,1199.0,88.7,5.0,3
Mahindra Thar DI 4X4,8.4,Dealer,24000,First Owner,Diesel,Manual,18.06,2523.0,63.0,7.0,5
Maruti Vitara Brezza ZDi Plus Dual Tone,8.4,Dealer,44000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Honda WR-V i-VTEC VX,8.4,Trustmark Dealer,18823,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,4
Maruti Baleno Alpha,8.4,Dealer,22072,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,4
Hyundai Creta 1.6 E,8.4,Dealer,48000,First Owner,Petrol,Manual,15.8,1591.0,121.3,5.0,6
Honda City i VTEC V,8.4,Individual,40000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,5
Honda BRV i-VTEC VX MT,8.4,Dealer,30646,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,5
Volkswagen Vento 1.2 TSI Highline Plus AT,8.4,Dealer,23000,First Owner,Petrol,Automatic,18.19,1197.0,103.2,5.0,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8.4,Dealer,75000,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,10
Hyundai Verna 1.6 CRDI SX Option,8.39,Individual,100000,First Owner,Diesel,Manual,23.9,1582.0,126.2,5.0,5
Maruti Ciaz RS ZDi Plus SHVS,8.38,Individual,35000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,6
Honda WR-V i-DTEC VX,8.35,Individual,90000,First Owner,Diesel,Manual,25.5,1498.0,98.6,5.0,5
Mahindra Thar 4X4,8.35,Dealer,32707,First Owner,Diesel,Manual,16.55,2498.0,105.0,7.0,4
Tata Nexon 1.5 Revotorq XM,8.35,Dealer,16000,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,4
Toyota Innova 2.5 G (Diesel) 8 Seater,8.35,Dealer,105487,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,9
Maruti Ertiga VDI,8.35,Dealer,51000,First Owner,Diesel,Manual,25.47,1248.0,88.5,7.0,5
Honda WR-V i-VTEC VX,8.35,Individual,19000,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,4
Hyundai Verna 1.6 CRDi SX,8.35,Dealer,41000,First Owner,Diesel,Manual,23.9,1582.0,126.2,5.0,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,8.35,Dealer,39000,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,5
Hyundai Creta 1.6 VTVT S,8.35,Individual,24000,First Owner,Petrol,Manual,15.29,1591.0,121.3,5.0,6
Tata Safari Storme EX,8.35,Dealer,76759,First Owner,Diesel,Manual,14.1,2179.0,147.94,7.0,5
Honda Amaze V CVT Petrol BSIV,8.35,Dealer,11000,First Owner,Petrol,Automatic,19.0,1199.0,88.76,5.0,3
Toyota Glanza V,8.35,Dealer,10000,First Owner,Petrol,Manual,21.01,1197.0,81.8,5.0,3
Maruti Vitara Brezza ZDi Plus Dual Tone,8.35,Dealer,45000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Honda City i VTEC CVT VX,8.35,Dealer,26000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Maruti Vitara Brezza ZDi Plus AMT,8.35,Dealer,35000,First Owner,Diesel,Automatic,24.3,1248.0,88.5,5.0,4
Hyundai Creta 1.6 SX Automatic Diesel,8.35,Dealer,65000,First Owner,Diesel,Automatic,17.6,1582.0,126.2,5.0,7
Mahindra Thar CRDe AC,8.35,Dealer,22000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,4
Hyundai Venue S Turbo BSIV,8.35,Dealer,9500,First Owner,Petrol,Manual,18.27,998.0,118.35,5.0,3
BMW 3 Series 320d,8.35,Dealer,59000,First Owner,Diesel,Automatic,13.2,1995.0,170.0,5.0,9
Honda City V MT,8.35,Dealer,15000,First Owner,Petrol,Manual,16.8,1497.0,116.3,5.0,5
Honda City i-VTEC V,8.35,Dealer,70000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,5
Skoda Rapid 1.5 TDI Ambition,8.35,Dealer,39000,First Owner,Diesel,Manual,21.14,1498.0,103.52,5.0,4
Hyundai i20 1.2 Asta Dual Tone,8.35,Dealer,34000,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Maruti Swift AMT ZDI,8.35,Dealer,18000,First Owner,Diesel,Automatic,28.4,1248.0,74.0,5.0,4
Maruti Swift Dzire AMT ZDI Plus,8.35,Dealer,30798,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,5
Maruti Baleno Alpha Automatic,8.34,Individual,20000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,4
Hyundai Creta 1.6 CRDi AT SX Plus,8.33,Dealer,58000,First Owner,Diesel,Automatic,17.01,1582.0,126.2,5.0,7
Hyundai i20 1.4 Asta CRDi with AVN,8.32,Dealer,53861,First Owner,Diesel,Manual,23.0,1396.0,90.0,5.0,4
Maruti Ciaz 1.3 Zeta,8.31,Dealer,67000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Maruti Vitara Brezza VDi AMT,8.31,Dealer,69000,First Owner,Diesel,Automatic,24.3,1248.0,88.5,5.0,4
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,8.31,Dealer,63000,First Owner,Diesel,Manual,23.0,1498.0,98.96,5.0,5
Maruti Ertiga VXI,8.3,Individual,4500,First Owner,Petrol,Manual,19.01,1462.0,103.26,7.0,2
Maruti Ciaz Delta BSIV,8.3,Dealer,5000,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,3
Toyota Innova 2.5 G (Diesel) 8 Seater,8.3,Dealer,75000,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,10
Maruti Vitara Brezza ZDi Plus,8.3,Individual,80000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Maruti SX4 S Cross DDiS 200 Alpha,8.3,Dealer,57417,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,6
Maruti Vitara Brezza ZDi Plus Dual Tone,8.3,Individual,80000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Tata Nexon 1.5 Revotorq XT,8.3,Dealer,43330,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,5
Maruti Ciaz Delta BSIV,8.3,Individual,15000,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,3
Maruti Swift ZDI Plus,8.3,Dealer,48000,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,4
Maruti Vitara Brezza ZDi Plus Dual Tone,8.3,Individual,25000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Volkswagen Polo 2015-2019 GT TSI,8.3,Dealer,18000,First Owner,Petrol,Automatic,17.21,1197.0,103.5,5.0,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,8.3,Individual,165000,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,7
Maruti Ertiga VXI Petrol,8.3,Dealer,23000,First Owner,Petrol,Manual,19.34,1462.0,103.0,7.0,3
Hyundai Creta 1.4 CRDi S,8.3,Individual,70000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,5
Hyundai Sonata 2.4 GDi AT,8.3,Dealer,39000,First Owner,Petrol,Automatic,12.37,2359.0,198.25,5.0,8
Honda City i VTEC VX,8.3,Individual,15500,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,7
Honda BRV i-DTEC VX MT,8.3,Individual,60000,First Owner,Diesel,Manual,21.9,1498.0,98.6,7.0,6
Mahindra XUV500 W8 2WD,8.29,Individual,100000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,6
Hyundai Elantra SX AT,8.29,Dealer,49910,First Owner,Petrol,Automatic,14.5,1797.0,147.5,5.0,7
Mahindra XUV500 W6 2WD,8.25,Individual,170000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,7
Maruti Baleno Alpha 1.3,8.25,Individual,25000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
BMW 3 Series 320d Sport,8.25,Dealer,54000,First Owner,Diesel,Automatic,19.62,1995.0,187.74,5.0,10
Mahindra XUV500 W6 2WD,8.25,Individual,170000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,8
Maruti Vitara Brezza ZDi Plus Dual Tone,8.25,Individual,79000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Mahindra Scorpio 1.99 S4 Plus,8.25,Dealer,80000,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,7
Hyundai Creta 1.6 E Plus,8.25,Dealer,60000,First Owner,Petrol,Manual,15.8,1591.0,121.3,5.0,5
Mahindra Scorpio S2 9 Seater,8.25,Dealer,46000,First Owner,Diesel,Manual,15.4,2523.0,75.0,9.0,8
Honda BRV i-VTEC V CVT,8.25,Dealer,34000,First Owner,Petrol,Automatic,15.4,1497.0,117.3,7.0,6
Maruti Ertiga CNG VXI,8.25,Dealer,78000,First Owner,CNG,Manual,26.08,1462.0,91.19,7.0,4
